name,Group,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92
38,plasma_d14_sham,-6.1754,4.0407,1.5428,1.1436,-1.9262,-2.9103,1.5075,-0.82871,0.96197,1.1473,0.24469,-0.062538,1.4508,0.10518,-0.35118,0.99807,1.1575,0.17624,-0.31985,0.23036,0.50307,0.096675,-0.28064,-0.11954,-0.14871,-0.47939,0.59209,-0.13353,0.35778,-0.03071,0.48614,0.029026,-0.50653,0.13214,0.4385,0.14419,-0.1332,-0.41435,-0.021888,0.44374,-0.28994,0.17002,0.28305,0.20568,-0.38791,0.23529,-0.058065,0.45162,-0.025072,-0.24789,0.16909,-0.14201,-0.034107,0.077371,0.098095,-0.12706,-0.11915,-0.11792,0.38228,0.17462,0.2836,-0.23946,-0.32757,-0.17573,0.039668,-0.46863,0.3095,-0.37707,-0.028533,0.15742,0.37187,0.17079,-0.16611,0.39001,-0.066073,0.16558,0.033289,0.14514,-0.21936,0.28564,0.060453,-0.16671,0.043585,0.0092713,0.27314,0.34767,0.24778,-0.14294,0.15131,0.054342,0.14551,-1.19E-15
42,plasma_d14_12gy,3.7079,2.751,-1.6486,-3.6302,1.0857,-2.2732,0.89407,-0.32612,-1.111,-1.3415,-0.84676,-0.20514,1.2938,0.8015,1.6003,2.3299,-0.27477,1.2962,0.75729,-0.94628,0.2592,-1.0131,-0.29667,0.31213,0.97268,-0.26215,-0.28262,-0.34394,0.31089,0.38144,0.19026,-0.23313,0.63936,0.29192,-0.66124,0.077076,0.089166,0.63453,-0.64166,-0.080314,-0.0024365,-0.03533,-0.28485,0.39422,0.29174,0.042935,0.13029,0.18814,0.055891,-0.18902,0.17161,-0.14665,0.22258,0.39912,0.12367,0.2977,0.12864,-0.35008,0.19558,-0.0073297,0.00078188,-0.00015784,0.13213,0.19532,-0.0069375,-0.0047869,-0.058007,0.14388,0.42623,0.18582,0.15501,-0.033132,-0.092492,-0.12697,-0.065981,0.033848,0.16017,-0.073379,0.1353,0.17487,0.05249,-0.13611,0.066712,-0.2311,-0.055695,0.0013303,-0.045341,0.015754,0.084198,0.039997,-0.21301,9.74E-16
44,plasma_d14_sham,4.536,1.1897,1.739,1.5542,-0.76131,0.88333,-1.3178,1.1014,-0.30342,-1.5141,-1.0039,0.78903,1.0539,0.44836,-0.56046,0.34258,-0.52875,0.83592,0.28636,0.22823,-0.72199,0.56059,-0.20325,0.89155,0.22318,-0.34949,0.78503,-0.561,0.17823,-0.11053,-0.2675,-0.26779,0.082097,-0.1173,-0.028362,0.2167,0.14198,0.11794,0.274,-0.084549,-0.22403,0.34106,-0.14786,0.049049,0.076852,0.32697,-0.23924,0.40317,0.029511,-0.21075,0.0098159,0.20088,-0.12555,0.042878,-0.51204,0.046955,-0.23061,0.10288,-0.18815,0.0098362,-0.21208,-0.13524,-0.036805,-0.29918,-0.18573,0.13856,-0.4374,0.31383,-0.42237,-0.15564,-0.42426,-0.038556,-0.27784,0.19239,-0.51249,0.24721,0.15486,-0.043139,0.060873,-0.031968,-0.17612,-0.2322,-0.1454,-0.016785,0.41526,0.1112,0.055132,0.30192,-0.28168,-0.00091119,-0.026905,2.24E-15
47,plasma_d14_12gy,2.4962,2.4219,0.03617,1.0651,0.71496,0.63358,-0.70066,-0.076035,1.8435,-0.52139,-1.1293,-0.34278,-1.5338,0.13062,0.34851,0.21887,-0.26201,0.83807,-0.13108,0.19231,-0.60762,0.64568,0.27266,0.89608,0.15353,0.014624,-0.25748,0.11273,0.61982,0.68126,-0.16324,-0.28887,0.19095,-0.79016,0.42052,0.61266,0.18637,0.28074,-0.32611,-0.052561,-0.22689,-0.49327,0.29142,-0.55643,-0.75457,0.11946,-0.22658,0.44038,0.080377,0.29971,0.16148,-0.083076,-0.014904,0.23894,0.088008,-0.3186,-0.69213,-0.33619,0.31345,-0.24916,-0.34559,0.6571,0.34161,-0.14321,-0.056481,-0.30394,0.13998,0.27211,0.16531,0.3246,-0.098301,-0.08999,0.24109,-0.12926,-0.045995,-0.074709,-0.095622,-0.037655,-0.19455,0.085745,0.1169,0.25544,0.043065,0.25649,-0.0068361,0.048345,0.041928,-0.01302,0.10087,0.12816,0.080638,2.31E-16
49,plasma_d14_sham,4.2416,2.0142,-1.042,0.36561,1.4863,0.70481,-2.6325,-0.63198,-0.1857,-0.89712,0.52323,-0.89297,-0.47736,0.76986,-0.18543,-0.14558,0.86059,0.67178,0.12483,-0.8253,-0.39945,-0.74038,0.27078,0.45266,-0.70363,-0.43634,0.81567,-0.051491,0.57581,0.24031,-0.44839,0.23846,0.25106,-0.064714,-0.32805,-0.38811,-0.4768,-0.097061,0.47959,0.23139,0.39973,-0.52048,-0.0056702,0.49765,-0.048598,0.070661,-0.090088,0.019356,-0.019986,0.55557,-0.14982,0.5456,0.051658,-0.12064,0.33468,0.01151,0.24188,0.19135,0.098647,-0.02486,0.21693,-0.16813,-0.67093,0.14584,-0.23965,0.34264,0.50293,0.059491,0.017823,0.093658,-0.15973,-0.12108,-0.025716,0.01468,-0.077513,0.10611,-0.25063,0.11434,-0.30962,0.15018,-0.22004,0.41242,0.2232,-0.035366,-0.065924,0.16988,0.089301,0.17974,-0.030724,-0.068382,-0.15998,1.16E-15
51,plasma_d14_12gy,-13.365,4.28,-2.3916,1.9573,2.062,-0.40565,2.1587,0.41291,-0.14554,-0.36769,-0.026026,-0.166,0.24256,0.13864,-0.23907,-0.11578,-0.67645,0.5832,0.32012,0.3914,0.17237,-0.098758,-0.1479,-0.54545,-0.33867,-0.13017,0.19641,-0.36532,0.19213,0.16886,0.13711,-0.27356,0.01828,-0.084444,-0.53833,-0.31576,0.38843,0.35149,-0.10162,-0.041359,0.0026566,-0.44125,-0.11683,-0.36468,-0.1304,0.21907,-0.059168,0.70252,-0.36413,-0.026359,-0.054763,0.16772,-0.20807,0.22618,-0.27036,0.24973,0.32636,0.059191,-0.28989,0.28192,-0.16661,0.073711,-0.18144,0.082474,-0.40451,0.024391,-0.29679,-0.017529,0.36294,-0.67853,0.15711,0.13524,0.22791,0.36333,0.069554,-0.070086,0.15403,0.17323,-0.093387,-0.021032,-0.16148,0.25114,-0.016731,0.38516,-0.064238,-0.1507,-0.064299,-0.22589,-0.039165,-0.31379,0.13527,-4.22E-15
52,plasma_d14_12gy,-3.75,0.67659,1.2068,-1.0682,0.71587,-1.8292,-0.078861,0.44982,0.46831,-0.39996,-0.98735,0.54023,-1.4244,-0.33458,-0.039126,0.79533,-0.075467,0.055505,1.4143,0.70047,0.25737,-0.24324,-0.11781,0.37422,-0.33891,0.027605,0.25649,0.40081,0.36651,0.35447,-0.071147,0.97071,-0.48077,0.37705,0.14994,-0.11388,-0.024138,-0.074619,0.18634,-0.70394,-0.059203,-0.22181,-0.031354,0.28958,-0.24775,-0.28131,0.033585,0.44822,0.28625,0.28599,0.15488,-0.39759,-0.055669,0.2125,0.019676,0.10601,0.13137,0.40915,-0.50285,0.54784,0.086818,0.061611,0.15285,-0.12942,0.12453,0.097673,0.15853,-0.57508,0.043444,0.061739,0.10709,-0.5567,-0.16205,-0.01482,-0.23945,-0.086363,-0.11014,-0.11596,0.49061,-0.38036,-0.025572,0.2054,-0.12967,-0.010635,-0.0088245,0.18452,-0.013747,0.09257,0.07986,0.046815,0.12099,-1.15E-15
55,plasma_d14_sham,14.807,1.0953,1.0828,-3.5696,-1.7979,-2.3257,-1.48,0.13696,-1.7967,-0.83133,-0.93569,-0.47903,1.4726,0.50032,-0.1239,0.30657,-0.79887,-0.22144,0.94362,0.89139,-0.41058,1.0537,0.34346,0.20361,0.79306,0.26881,0.27318,-0.20489,0.48924,0.071282,0.019682,-0.1319,-0.42027,-0.12529,0.3086,-0.57046,-0.21757,-0.23767,0.62978,-0.083102,0.53056,0.081005,0.30901,0.20105,0.49876,0.2953,-0.013981,-0.22329,-0.24153,0.272,0.044474,-0.21746,-0.01159,0.076866,-0.0070649,-0.52342,0.16822,0.18449,0.16448,0.067166,-0.19129,-0.28421,0.00088672,-0.078096,-0.0044545,-0.27268,-0.020388,-0.068479,0.15981,-0.0065175,0.039395,0.23658,0.2074,-0.28337,0.094192,-0.19667,-0.23656,0.2251,-0.16809,-0.14118,-0.19901,-0.12957,-0.1341,0.36605,-0.312,-0.074133,0.070197,-0.071749,-0.0077813,-0.016275,0.13165,3.60E-15
57,plasma_d14_12gy,6.9001,0.95583,0.36476,0.90012,-0.057605,1.6673,-2.1061,0.37232,-0.67805,-0.71719,0.73887,-0.59681,-0.055549,0.93461,-0.999,-0.37938,-0.086408,0.48747,-0.56303,0.29603,0.32481,0.38669,0.32215,-0.4891,-0.51821,-0.34167,0.55258,-0.11147,0.41958,0.48077,-0.25657,-0.144,-0.47547,0.53334,0.036048,-0.076282,0.34532,-0.87849,0.32778,-0.84505,-0.44519,0.036761,-0.62656,0.12706,0.24442,-0.069857,0.30485,-0.034165,-0.016513,0.089399,0.47984,-0.15786,0.046193,-0.2694,-0.15781,-0.12382,0.23836,0.12403,0.10647,0.051616,-0.46072,0.099,0.31763,0.21368,0.45172,0.16689,-0.24165,-0.060383,0.23364,-0.055055,0.13944,-0.22392,-0.08478,0.12648,-0.13504,-0.098509,0.47633,-0.095647,-0.27087,0.43388,0.098057,0.073121,0.074332,-0.13814,-0.04821,-0.078126,-0.15258,-0.24456,0.16406,0.22707,-0.013705,2.93E-15
59,plasma_d14_12gy,6.552,4.3782,0.19587,0.54619,-0.091531,0.23165,2.3979,1.0848,1.4569,0.15983,1.4276,0.19413,0.26516,-1.1027,-1.068,0.66772,0.57248,0.22371,-0.16134,-0.36308,-0.14607,0.59298,0.95007,-0.86982,-0.38058,-0.43923,0.44458,0.87259,0.10342,-0.29996,0.023291,-0.46346,-0.25307,0.076105,-0.01034,-0.54668,0.46992,0.45614,-0.36215,-0.42786,0.45163,0.33312,0.059562,0.70543,-0.72215,0.24247,-0.062891,0.19314,0.20159,-0.27265,-0.42526,-0.41317,0.46741,0.17489,-0.13538,-0.28542,-0.31379,0.30972,-0.37858,-0.04173,-0.21089,-0.036239,-0.21827,0.12866,0.11134,0.14411,0.23839,0.35008,0.1477,0.15781,-0.07361,0.16339,0.14042,-0.22937,0.043009,0.30765,-0.017801,-0.058244,0.13689,-0.028576,-0.26949,-0.12757,0.10099,-0.067056,-0.13455,-0.15684,-0.23808,0.043864,-0.024845,0.11794,0.046343,4.74E-16
68,plasma_d14_sham,-4.3587,3.7733,0.80972,0.71342,-2.5807,-0.88197,-0.77385,-0.40332,0.59903,0.052585,0.85292,-0.88826,1.1085,-0.39241,-0.4747,0.22324,-0.035422,0.10902,0.045901,-0.65639,0.31245,0.71789,0.43726,-0.57661,-0.17718,0.12495,-0.11501,0.39047,0.42991,0.28819,-0.55141,-0.14894,0.077659,0.031524,-0.058617,-0.26461,-0.16314,-0.3754,0.15185,0.44535,-0.30427,-0.84182,0.18031,0.3864,0.35997,-0.61887,0.18027,0.40145,-0.12072,0.35285,-0.46405,0.24885,0.17146,-0.3523,0.45131,-0.076046,0.0018812,-0.38523,-0.11473,-0.29196,-0.24142,0.29544,0.20341,-0.32656,0.13722,-0.34275,-0.1225,0.07437,-0.037117,-0.053254,0.054698,0.070764,-0.11939,-0.012374,0.33723,-0.2542,0.13782,0.076949,0.40216,-0.16388,-0.16214,0.11448,-0.39329,-0.1409,0.29666,-0.039177,-0.05724,0.010935,-0.094981,-0.077318,-0.27614,-2.25E-15
73,plasma_d14_sham,-4.3959,0.64994,1.0804,-2.0718,-0.53382,-0.11548,-0.84061,0.1722,0.20483,-0.048754,-0.33748,1.1911,-0.95773,0.20977,1.1618,0.14988,-0.65422,0.78954,0.90262,-1.605,1.4084,-0.40035,-0.38998,-0.55289,0.41017,0.012911,-0.60872,0.39093,-0.62354,-0.14101,-0.045644,0.38999,-0.60081,-0.41241,0.33466,-0.74732,-0.67641,-0.037686,-0.14674,0.083469,0.12384,-0.22478,0.24424,0.044733,-0.20501,-0.1696,-0.13804,-0.45982,0.058824,-0.17487,0.026718,-0.076176,0.21793,-0.07653,-0.090594,0.013922,-0.3632,-0.039659,-0.31223,-0.23822,-0.19988,0.017028,-0.083505,0.050222,0.13895,0.38438,-0.26135,0.10308,-0.27674,-0.12209,-0.043382,0.0050339,0.24233,0.20458,-0.030276,-0.1243,0.2486,0.17974,-0.32447,-0.068546,-0.38744,0.038094,0.04892,0.071448,0.15623,0.18518,0.17411,-0.26403,-0.059355,0.28696,0.083484,-1.74E-15
75,plasma_d14_sham,-1.5893,2.7083,-0.68367,0.73097,-1.0013,1.0886,-0.93717,0.56116,0.76207,-1.0322,-0.41161,0.33066,-0.25962,-0.58029,-0.34759,0.18998,-0.40956,0.9236,0.43685,-1.1028,-0.19414,0.2568,-0.39479,0.2916,0.99587,0.20141,-0.20704,0.72684,-0.33094,0.23477,-0.22881,-0.3453,0.27585,0.02119,0.42121,-0.1563,-0.20123,-0.38395,0.76044,-0.20589,-0.40754,-0.076879,-0.037001,0.062544,-0.070325,-0.11266,-0.12743,0.56586,0.53274,-0.32687,-0.1275,-0.15694,-0.23795,-0.18192,0.36271,0.099725,0.34465,-0.012179,0.10023,0.21971,0.41997,-0.15975,-0.034897,0.16064,0.13944,0.31233,0.0111,-0.26404,-0.23476,0.4247,-0.11647,0.19652,0.064134,-0.098598,0.28355,0.071308,0.17451,0.207,-0.14904,-0.095092,0.45818,-0.13164,0.2685,0.10332,0.11401,-0.3172,-0.22376,-0.0075276,-0.081469,-0.28096,0.18747,-3.42E-16
79,plasma_d14_12gy,-9.0568,1.8225,-1.2627,-1.2537,0.88216,0.035545,-0.72606,0.27218,-0.23072,-1.0434,-0.022654,0.9045,-1.0734,-0.75281,-0.076426,0.26686,0.41112,-0.30244,0.66336,0.66708,0.21948,0.18432,0.19113,0.38317,0.20313,0.026321,0.069247,-0.042603,0.37478,0.4099,-0.4483,0.14108,-0.0006345,0.1387,0.52293,-0.31809,0.16708,0.16504,0.073167,-0.066489,0.25226,-0.093718,-0.31174,-0.26638,-0.19097,-0.081909,0.28296,-0.32901,-0.31985,0.27599,-0.36755,-0.23026,0.3155,0.001784,-0.10344,-0.096211,-0.13318,-0.06612,0.18433,0.56727,-0.14676,0.19775,-0.34184,-0.036754,0.36075,0.13879,0.065357,0.18138,-0.2241,-0.36822,0.48913,0.10059,0.26626,0.11344,0.22946,0.25043,-0.11573,-0.35887,-0.27266,0.057049,0.35872,-0.32855,-0.19812,-0.16563,0.066541,-0.20754,0.37738,0.1188,-0.1329,-0.081422,-0.24755,-3.97E-15
81,plasma_d14_sham,6.6176,3.3363,-0.62758,1.4139,0.007315,1.6474,-1.046,0.02513,1.2696,-1.3661,-0.47089,-0.43251,-0.81276,-0.74284,-0.84528,-0.16816,-0.0098164,0.26879,-0.74055,-0.97006,-0.52623,0.25285,0.12022,-0.21702,0.16247,0.55708,0.4259,0.73688,-0.22011,-0.14723,0.51144,-0.72167,-0.14718,0.22875,-0.34847,-0.16131,-0.60717,0.74544,-0.32917,0.38967,0.07927,0.45104,-0.14689,0.36159,0.0078956,0.5039,0.50097,-0.31819,-0.072563,-0.010587,0.17029,0.052753,-0.33349,-0.059873,0.29058,-0.059516,0.037764,0.3613,0.080313,0.02605,0.59867,-0.026666,0.35985,0.21542,0.16888,-0.1981,-0.40383,-0.12163,0.3956,-0.48045,0.13554,-0.18322,0.11235,0.073774,0.063232,-0.36736,-0.22259,-0.17428,-0.0096858,-0.15211,0.10669,-0.095469,0.0064252,0.092709,0.25665,0.22743,0.17572,0.1274,0.075036,0.080222,-0.012399,1.54E-15
84,plasma_d14_12gy,-0.13123,3.3705,0.65299,-0.060392,0.7833,-0.73909,0.22856,0.53488,0.80662,-1.0608,-0.91658,-0.0035134,-0.65048,-0.2567,0.079579,0.34821,-0.3783,0.15697,-0.020633,-0.18667,-0.7901,0.53127,0.18426,0.36053,0.020674,0.36155,0.22538,0.23048,-0.28112,-0.21863,0.20889,-0.12591,-0.6072,0.11299,-0.10126,0.37676,0.051656,0.13798,-0.22667,0.10893,0.25991,0.1283,-0.27786,-0.36416,0.046578,0.22274,0.44087,-0.65419,-0.098886,0.27381,-0.18404,0.13269,0.049017,0.088321,-0.27157,0.23587,-0.069488,0.16455,-0.22036,-0.12764,-0.0082408,0.11439,0.080148,0.23835,-0.21521,-0.1474,-0.018688,-0.32307,-0.56303,0.18439,0.01722,0.19781,0.11239,-0.0027098,0.1471,0.16711,0.19997,0.42541,-0.099432,0.2343,-0.011116,0.17655,-0.46821,-0.51391,-0.21718,0.27369,-0.24839,-0.030216,0.22844,-0.27357,0.02751,-2.74E-16
85,plasma_d14_12gy,-2.7595,2.3419,-1.1384,2.1328,0.35951,0.693,0.10082,0.28575,-0.72971,-0.52891,0.16701,0.82174,0.57876,-0.71939,-0.20135,-0.71352,-0.50152,0.37701,0.0086864,0.30412,0.43505,-0.15147,-0.42217,-0.42249,0.45512,0.48597,-0.18243,0.09798,-0.17846,0.097521,0.11432,-0.18244,-0.12388,-0.1205,0.31845,0.043436,-0.17196,0.18196,0.43912,-0.055325,-0.16888,-0.088195,-0.0088544,-0.49606,0.24136,0.4463,0.13681,-0.14981,0.19939,-0.32894,0.055177,0.014855,-0.10092,0.052407,0.26332,-0.34957,0.42279,-0.011923,0.28548,-0.016208,-0.13691,-0.17083,-0.17933,-0.065055,-0.23326,-0.031637,0.17074,-0.0058953,-0.11324,-0.20844,0.010127,-0.060269,0.039414,-0.61275,-0.15873,0.67697,-0.13626,-0.17258,0.23732,-0.098743,0.10675,0.28434,-0.092633,0.11641,0.12596,0.29458,-0.14637,-0.43864,0.066555,0.22002,-0.31084,4.93E-16
88,plasma_d14_sham,-7.2743,3.5024,-0.67856,2.406,1.054,-0.6869,0.99241,0.97422,-0.65299,-0.97286,0.09838,-0.12542,0.32326,-0.45459,0.15569,-0.76644,-0.91988,0.17287,0.47349,0.31848,-0.047201,0.4019,-0.3255,-0.32237,0.42095,-0.24833,-0.45084,0.34181,-0.091987,0.027877,-0.36046,0.24087,-0.11287,0.25314,0.39862,0.28064,-0.094516,-0.16063,-0.21385,-0.19899,0.7082,-0.29428,-0.28788,0.13111,-0.21007,-0.049652,-0.47065,-0.30807,0.043529,-0.27276,-0.1219,-0.048549,-0.52598,-0.46701,0.24795,0.26606,0.17662,0.0038197,0.10212,0.12074,0.35616,0.021757,-0.016744,-0.19176,-0.073396,-0.11909,-0.037327,0.17476,-0.15851,-0.024162,-0.40216,-0.14094,-0.14153,0.0072299,0.16018,-0.16329,-0.12075,0.042832,0.39387,0.77007,-0.1346,-0.088034,-0.02593,0.089631,-0.24281,-0.13968,0.29125,0.15937,0.13551,0.2283,0.051883,-1.56E-15
93,plasma_d14_12gy,-7.0045,2.3535,-0.75066,1.2156,1.9891,-0.49045,-0.45293,-2.0281,-0.85554,-0.74802,-0.48665,0.62711,-0.66064,0.42158,0.87466,-0.25782,-0.31122,0.049889,-0.51357,0.25088,-0.74265,-0.6645,0.55595,0.4409,-0.34454,0.60199,-0.58246,0.30189,0.40847,0.044738,-0.16921,-0.49459,-0.042855,0.338,0.49631,0.70745,-0.39337,-0.092946,-0.54239,0.4003,0.42296,0.40041,-0.21792,0.19747,-0.23301,-0.17797,0.045795,-0.33167,-0.25757,0.08767,-0.14759,-0.04422,0.18162,-0.13808,0.2642,-0.37832,0.27639,-0.0061165,-0.032741,-0.23431,-0.16395,-0.23523,-0.15231,-0.81156,0.39796,-0.10846,0.099264,-0.1384,0.18919,-0.16356,0.13655,-0.11282,-0.11883,0.11615,-0.27078,0.014267,0.10304,0.26756,0.056678,-0.056629,-0.031481,-0.16277,0.23857,-0.084097,-0.061244,-0.05458,-0.33958,-0.14335,-0.39021,-0.00048697,0.13575,-9.71E-16
94,plasma_d14_sham,1.6922,2.1278,-0.014535,2.3175,-1.8507,1.0826,-0.228,0.85786,-1.4139,-1.6338,0.21237,1.0685,1.3812,-0.33522,-0.21715,-0.19205,-0.5931,-0.53866,-0.15859,0.29336,-0.15548,-0.15466,0.66856,-0.76924,0.24665,0.84232,-0.70086,0.24415,-0.18969,-0.26835,0.30227,0.0084258,0.40782,-0.018019,-0.090164,0.17854,-0.55899,-0.18299,0.28692,-0.71591,-0.24306,0.17928,-0.42503,-0.2788,0.088562,-0.28835,-0.44593,-0.043559,0.59787,-0.15528,-0.16052,0.43185,0.22799,0.076955,-0.16014,-0.090512,-0.71266,-0.099576,-0.20835,-0.10587,-0.094277,0.30581,-0.030185,0.09431,-0.4857,0.14507,0.5763,-0.33758,0.43641,-0.086439,0.37323,0.07736,-0.11727,0.088014,-0.23118,-0.25291,0.0036881,0.10118,-0.083852,-0.046569,0.05017,-0.029975,0.077149,-0.18307,-0.1237,0.070312,0.25631,0.10952,-0.052608,-0.063903,-0.034674,-3.44E-16
95,plasma_d14_sham,10.097,3.2816,-2.1362,-1.7745,-0.22454,-0.52877,0.33694,0.88228,-1.2959,-0.27076,0.2594,-0.046538,0.61615,-0.32574,-0.16341,0.055053,-0.14313,-0.54208,-0.032852,0.24282,-0.17106,0.41745,0.089582,0.4464,-0.09844,-0.24001,-0.080838,-0.05625,-0.017642,0.50781,-0.11821,0.14702,0.24531,0.86126,0.0061799,0.077264,-0.15418,-0.2801,-0.28626,0.046338,0.20054,0.26759,-0.2623,-0.21558,0.32337,0.10628,0.062078,-0.042773,-0.60488,-0.46162,0.057668,0.18731,0.10677,-0.060126,0.12834,-0.024324,-0.28879,-0.76636,-0.55348,-0.084197,0.37835,0.50578,-0.13324,0.42849,0.31713,-0.041841,0.36965,0.14047,-0.59813,-0.095156,-0.16216,-0.18749,-0.13105,0.31697,-0.017148,-0.095746,-0.31133,-0.29292,0.0070066,-0.15082,-0.057078,0.09218,0.2123,0.18294,0.11473,0.067665,-0.22632,-0.26817,0.067805,-0.082117,0.12633,2.31E-15
96,plasma_d14_sham,-6.7356,1.1487,0.81637,-1.4339,-0.21105,-0.86137,-0.72979,1.4788,-1.4338,-2.2133,0.40661,0.59237,-0.18594,-0.41953,0.35307,0.10021,-0.1322,-0.94698,-0.70791,0.45911,0.3643,-0.82245,0.86185,-0.091983,-0.34397,0.73543,-0.47536,0.46825,0.23389,-0.35447,-0.10736,-0.54454,0.57265,0.18841,-0.39688,0.10631,-0.26468,-0.38334,0.1163,0.51411,-0.74228,0.65999,0.11895,0.29519,-0.85137,-0.27632,-0.21869,0.28501,-0.56055,0.04592,-0.32395,0.037852,0.13007,0.057226,-0.415,0.38461,0.26567,-0.10707,0.38959,0.18714,-0.15707,-0.39347,0.17474,0.0057868,-0.05728,0.16107,-0.31859,0.079058,-0.2422,0.35195,0.03081,0.015982,-0.12489,-0.11361,0.14805,-0.034319,-0.096882,-0.2446,-0.15716,-0.034282,-0.16791,0.21299,-0.13706,0.22734,-0.045565,0.062363,-0.035617,0.087964,0.25489,0.080836,0.052065,-1.01E-15
97,plasma_d14_12gy,-9.8011,5.5859,-0.99358,-0.94868,-2.1735,-1.805,1.8527,0.71277,1.4476,0.24972,-0.28395,0.16579,0.67189,-0.22065,1.0234,0.47911,1.5456,-0.34718,-0.44764,-0.13268,-0.37589,-0.59849,0.11996,0.82095,-0.06993,-0.67178,0.44223,0.044883,-0.6832,-0.21453,0.34181,0.45117,-0.014049,0.61977,0.29673,0.51756,-0.71833,-0.56633,-0.21315,-0.10706,-0.17727,-0.037208,-0.17601,-0.16513,0.53402,0.35883,-0.51154,-0.63278,-0.16336,0.10692,0.22012,0.33019,0.090032,-0.31496,-0.12768,-0.017732,-0.13613,0.61907,-0.097813,-0.14972,-0.47293,0.076201,0.063167,0.16324,0.15005,0.11368,-0.16772,0.042096,0.3455,0.077842,-0.21435,0.026042,0.051551,-0.30487,0.059334,0.049051,0.003856,-0.10226,0.0023271,-0.03993,0.16272,0.29402,-0.086008,0.19991,0.1643,-0.26809,0.070581,0.061172,-0.094081,-0.047696,0.049028,-2.33E-15
107,plasma_d14_12gy,-5.0438,3.8867,-0.0027416,1.1316,-2.0384,-0.47821,0.73062,0.36033,-0.22479,-0.2528,0.57168,-0.039284,1.4377,0.093354,-0.33614,-0.24444,-0.030445,-0.28309,0.11065,-0.47491,0.5274,0.59748,0.015593,-0.44556,-0.34219,-0.03089,0.39157,-0.10082,0.04596,-0.076379,0.094185,-0.00041241,0.76341,-0.0082108,-0.17666,0.13731,0.20697,0.14416,-0.53697,0.40217,0.15121,-0.62028,0.4903,-0.716,0.51231,-0.59923,0.78591,-0.28684,0.40002,0.25458,-0.23885,0.052021,0.32866,0.1414,0.053324,0.095669,0.3683,0.10514,-0.1629,0.15312,-0.22382,0.096247,-0.025552,-0.16622,-0.021857,0.0056927,-0.43808,-0.12575,-0.26002,0.18074,-0.06942,-0.25319,0.24571,0.018957,-0.34704,0.091322,-0.15423,-0.053731,-0.19299,-0.097275,0.2593,-0.13604,0.37949,0.06748,-0.2875,0.15059,-0.044405,0.2985,0.068588,0.18729,0.17207,-7.25E-16
111,plasma_d14_12gy,4.5647,1.031,1.7166,1.3451,-0.62475,1.6431,-1.6242,0.93221,-0.32267,-0.84691,-0.1274,-0.037691,-0.22454,-1.1619,-0.068532,-0.20273,0.44059,-1.0851,0.23343,-0.48722,0.53479,-0.4059,-0.19161,0.47244,0.010589,-0.78374,0.50326,-0.28686,-0.59612,0.050109,-0.13515,0.063237,-0.17317,-0.60219,0.0067051,0.30688,0.32732,0.54234,-0.20171,0.67218,0.066556,0.12078,0.35775,0.50706,0.39963,-0.31114,-0.033476,0.0060105,-0.32736,-0.59043,-0.01298,-0.77133,0.31015,-0.16303,0.54302,0.047924,-0.15208,0.01153,0.23833,0.27548,-0.51782,-0.16832,0.45811,-0.12904,-0.32915,0.28701,0.24723,-0.25409,0.04565,-0.091332,-0.17615,0.21988,0.082028,0.27365,-0.36772,-0.19859,-0.2165,-0.074393,0.081965,0.18999,0.11513,0.18217,-0.088053,-0.080828,-0.11525,-0.118,-0.00049953,-0.22335,-0.016969,-0.17862,-0.0018968,1.87E-15
113,plasma_d14_12gy,14.655,2.5457,-2.6784,-1.2598,-0.34894,0.18635,-0.09999,0.24772,-0.15612,0.88669,0.076338,-1.4765,-0.92233,0.34253,-0.45803,-0.70932,-0.025758,-0.52101,-0.84613,0.60629,0.50619,0.0088409,-0.20046,0.1223,0.21529,0.16771,-0.8702,0.26619,-0.67355,0.027917,0.46305,-0.70679,-0.36957,0.19961,-0.16832,0.053066,-0.5168,0.26728,-0.05566,0.35498,-0.23802,-0.23103,0.80045,0.26861,0.24494,-0.26253,-0.40863,0.26269,-0.054268,-0.086602,0.17015,-0.17614,0.21857,0.26097,-0.6289,0.34764,0.21109,0.15674,-0.12419,0.38685,0.082558,0.48592,-0.51007,-0.02768,0.02826,-0.014442,0.10155,-0.14062,0.10845,0.14066,-0.19691,-0.40825,-0.0042008,0.12765,-0.077039,0.13983,0.069568,0.30355,-0.065547,0.15076,0.19149,-0.12246,-0.33804,0.084955,-0.01324,-0.08153,-0.034282,0.023636,-0.20984,0.14338,-0.1832,4.36E-15
