name,Group,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92
114,plasma_d14_sham,0.34876,1.517,-1.0496,-0.10927,2.7534,-0.02079,-1.774,-0.88561,-0.50009,-0.69998,0.51929,-0.66713,-0.54523,0.9107,-0.6332,-1.4603,0.70084,-0.26532,-0.098877,-0.5848,-0.066174,-0.00032164,-0.34937,1.2147,-0.6053,-0.93562,0.5054,0.048318,-0.36966,-0.38664,-0.52591,0.13856,1.2322,0.06618,0.34864,-0.3466,0.017132,-0.4682,-0.29213,0.10896,0.28108,0.19899,-0.049249,-0.51725,0.12311,-0.053242,-0.082434,0.20172,0.059768,-0.17772,-0.3673,0.0052655,0.43677,0.12148,-0.08625,0.16481,-0.35787,-0.10864,-0.095547,0.2035,0.44706,-0.16746,0.29718,0.19983,-0.18246,-0.2008,-0.0032771,-0.15475,0.14067,-0.037663,0.27471,0.25005,-0.016445,-0.30706,-0.0031236,0.082166,0.39579,0.22886,0.24472,-0.19838,-0.071342,-0.21822,-0.2236,0.13871,-0.059801,-0.0105,0.11187,-0.14141,0.049558,0.26654,0.07851,1.10E-15
115,plasma_d14_12gy,-3.3682,2.4361,-1.3538,2.9266,1.1516,-0.20383,-0.48797,-0.41399,-0.86019,-0.99319,0.22711,0.1231,0.035658,-0.23711,-0.58687,-1.2109,0.066772,-0.087864,0.16395,0.68881,-0.60163,-0.95974,-1.1955,-0.19266,0.39954,-0.56704,-0.44402,-0.17818,-0.26841,-0.26214,-0.22732,0.10797,-0.36682,0.15688,-0.19395,-0.89168,0.52845,0.29219,-0.11695,-0.24898,0.13046,-0.44214,0.23347,-0.057402,0.46073,0.10114,-0.3417,-0.21096,0.18724,-0.32282,0.11885,-0.21765,0.025101,0.44062,-0.2346,-0.12199,-0.16951,0.04061,0.41287,-0.48437,0.14845,-0.039078,-0.15267,-0.17943,0.4075,-0.33529,-0.14626,-0.32018,0.0062057,0.48114,0.16303,0.18889,-0.018633,0.12495,0.13377,-0.19571,-0.0086795,-0.47252,-0.22196,-0.10911,-0.23659,0.22521,-0.10413,-0.12434,0.061674,0.01591,-0.21529,0.24374,-0.10423,-0.015192,0.054184,-7.00E-16
118,plasma_d14_12gy,9.1375,3.3125,-3.9156,-1.2687,0.2477,-0.44353,0.68896,-0.19902,-0.38217,1.508,-0.022005,-0.56726,-0.28879,-0.82675,-0.077848,-0.55052,-0.46005,-0.15734,0.59953,0.97306,-0.13662,-0.40404,-0.78556,-0.073929,0.60153,-0.087595,0.076362,-0.22026,0.10912,0.084386,-0.14486,0.032606,0.44181,-0.091741,0.1861,-0.054767,0.34782,0.27403,0.068342,0.51172,-0.14473,0.62622,0.12507,-0.027608,-0.28744,-0.57535,0.63438,0.014921,0.7806,0.17847,-0.010011,0.462,0.48802,-0.25711,-0.25083,-0.15061,-0.41286,0.40884,0.27518,0.11269,-0.16224,-0.12591,-0.040601,-0.2485,0.12379,0.029992,-0.093463,0.030825,0.018634,-0.26962,-0.33388,-0.21972,-0.36013,-0.25134,0.22517,-0.10875,0.074901,0.062632,-0.054623,0.043623,-0.18935,0.10872,0.21205,-0.21236,0.21768,-0.069764,0.17221,-0.18918,0.22766,-0.2088,0.1148,9.95E-16
120,plasma_d14_12gy,-7.7592,0.80695,-0.73432,-2.5,-2.6154,2.0151,-2.1468,0.0035971,-0.042732,0.1906,-0.61342,0.73898,-1.4422,-0.73852,0.55549,-0.14266,0.23118,-1.1541,0.08537,-0.024616,0.43844,-0.15018,0.17227,-0.66916,0.59186,-0.22329,0.12376,-0.35834,-0.081431,0.58738,-0.30482,-0.016086,-0.68423,0.17169,0.21897,-0.62182,0.14888,0.015326,0.018531,0.040367,-0.17773,-0.11027,0.46661,0.10757,0.21168,0.30418,-0.19292,-0.074523,-0.35582,0.043403,0.078735,0.49735,0.061317,-0.50343,-0.24166,-0.053164,-0.0014638,-0.19692,-0.025768,0.19049,0.54453,0.15872,0.064587,-0.17679,-0.34966,-0.444,-0.067792,0.52435,0.36915,0.0091552,0.20321,0.091947,-0.086532,-0.077999,-0.41748,0.2851,0.19364,0.056137,0.14384,0.0048251,0.0082061,0.0001627,0.22383,-0.16693,-0.07909,-0.028118,-0.20983,0.20303,0.2159,-0.091028,0.1542,-2.10E-15
122,plasma_d14_sham,9.7677,3.5723,-2.3549,-2.072,-0.65518,-1.1423,1.1992,1.2297,-0.25628,0.57648,0.12105,-1.1838,-0.25491,-0.18534,0.74868,-0.67988,-0.42759,-1.0719,0.45602,-0.54947,0.51482,0.63417,-0.17357,0.16739,0.16995,-1.2299,-0.7362,0.13441,-0.65566,-1.1475,0.17282,-0.14492,0.38485,-0.17356,0.059611,0.43829,0.59403,-0.5218,0.38982,-0.57792,0.04848,-0.2109,-0.32896,-0.10191,-0.94857,0.1525,-0.10737,0.27355,-0.33576,0.15205,0.25089,0.04031,-0.40199,-0.17602,0.35993,-0.11536,0.34065,0.0066412,0.10379,-0.16519,-0.049079,-0.33636,0.034449,-0.13655,0.0040346,-0.13658,0.0037539,0.205,0.050527,-0.22419,0.0091744,0.0069344,0.1227,0.14928,-0.14318,-0.085861,0.075018,-0.068804,-0.15516,-0.31574,0.16794,0.093697,-0.011266,-0.33994,-0.11253,0.27071,0.019147,0.11802,-0.13916,-0.0022111,-0.07445,1.63E-15
124,plasma_d14_12gy,-3.602,2.8002,2.0765,1.7375,-3.603,-1.7758,-1.3035,-2.661,0.3032,1.3746,-0.26365,-1.472,-1.1341,0.28577,-0.57417,-0.37455,0.88036,-0.66669,0.15648,-0.11337,-0.26779,-0.24249,0.32511,0.19155,0.57881,0.49832,-1.48,-0.20219,-0.21739,-0.0088246,0.15037,-0.30584,0.21309,-0.09761,-0.37432,0.055873,-0.20679,0.5309,-0.1253,-0.56329,0.69824,-0.089079,-0.30889,-0.14995,0.323,0.12379,0.38161,0.28212,-0.0070106,0.34838,-0.24303,0.14295,-0.46074,0.08016,-0.032452,-0.20775,-0.13197,-0.16699,0.16339,0.1248,-0.3686,-0.53993,0.16403,0.42723,0.05326,0.26447,0.18244,-0.0098811,-0.11673,0.039937,-0.075629,-0.10955,-0.058875,0.31924,-0.12049,0.32557,0.17597,-0.15175,0.12097,0.013917,-0.21528,-0.093067,-0.016856,0.11968,0.080971,-0.15577,0.026973,0.013586,0.17131,-0.0046964,0.064654,-1.15E-15
127,plasma_d14_sham,2.6515,2.3228,1.3182,-0.0585,-0.85202,0.2854,0.01375,1.7136,0.18648,-1.186,-1.0298,0.4933,-1.1269,1.0425,-0.045221,0.58123,0.38809,-1.2599,-0.14561,-0.70751,-1.7843,-0.15237,0.61655,-0.41356,0.31919,0.15896,0.35238,-0.37068,-0.28945,-1.017,0.23551,0.58429,-0.32449,-0.12986,-0.48231,-0.24759,1.3072,-0.2304,-0.1473,-0.084161,-0.43044,-0.19319,0.24178,-0.31938,0.073981,-0.22516,0.44183,-0.29941,0.019333,-0.053694,0.24221,-0.27349,-0.11319,-0.0163,-0.12302,0.44851,0.10852,-0.32788,0.14477,-0.26333,-0.020177,-0.10489,-0.28729,-0.24324,0.084977,0.10795,0.38322,0.036309,-0.019191,-0.12248,0.18495,-0.244,-0.043026,-0.10858,0.2683,-0.017853,0.016603,0.28814,0.19157,0.063942,-0.046909,-0.057348,0.21129,0.29359,0.22026,-0.072162,0.082285,-0.053115,-0.022923,0.068245,-0.10892,-6.25E-16
129,plasma_d14_12gy,-6.0843,0.85524,0.46576,-0.32454,-0.58346,-0.47196,-1.4405,0.83879,-1.5329,-2.0908,-0.35067,0.71071,-0.55826,-0.083902,0.41117,-0.35062,0.14239,-0.86596,-0.28006,0.7145,1.624,-0.65123,0.085295,-0.24093,-0.98472,-0.00335,0.044848,-0.28662,0.79086,-0.40103,0.65831,0.24015,0.70743,-0.32904,-0.15743,-0.048143,0.084983,-0.02905,0.33777,0.032608,0.27349,-0.18723,0.38769,0.2967,-0.25875,0.19019,0.2112,-0.0098797,0.39928,0.36671,0.66596,0.050422,-0.30862,0.45807,0.098255,-0.24899,-0.29188,0.31016,-0.16125,-0.41099,0.11423,0.11598,0.097686,0.51228,0.14492,-0.36477,-0.10339,0.0088085,-0.073577,0.012632,-0.42667,0.18209,0.12442,0.14536,0.16133,0.1362,-0.11919,0.20543,0.24484,0.14701,0.13897,-0.24831,0.099427,-0.10057,0.15352,-0.14645,-0.08946,-0.1357,-0.11585,-0.060798,-0.053157,-1.77E-15
Sample 006,plasma_d14_13.5gy,-5.9685,-1.2369,0.86481,-3.2803,-0.035701,1.076,-1.5961,0.59796,0.85094,-0.42032,1.7808,-1.401,1.2577,-0.2288,0.0030375,-0.24077,-0.17812,-0.44813,0.58721,0.10698,-0.29427,-0.096958,-0.071228,-0.24307,-0.012472,0.50239,-0.073224,-0.30369,-0.3806,0.32277,-0.1167,0.64268,0.12785,-0.58249,-0.18879,-0.16075,0.05403,0.41128,-0.2679,-0.0071038,-0.13485,0.52154,-0.40017,-0.44779,-0.31567,0.57016,0.27523,0.20355,-0.53487,-0.062456,-0.52865,-0.054658,-0.17194,-0.10816,-0.38177,-0.16838,0.53074,0.42165,0.14735,-0.20582,0.15401,0.60377,0.05307,-0.13923,0.29667,0.01037,0.14057,-0.27351,0.13493,0.53954,-0.26851,0.034033,0.24871,0.055486,-0.154,-0.024304,0.21039,0.039044,0.22025,0.028026,-0.071064,-0.0069775,0.21164,-0.035328,0.074992,0.096999,0.2816,-0.16212,-0.1625,-0.089285,-0.042181,-1.94E-15
Sample 007,plasma_d14_13.5gy,-4.5087,-2.5215,0.55578,-2.5778,1.0923,0.27167,-1.5923,0.49186,1.0371,-1.4206,1.043,-0.87757,1.4369,-0.83102,-0.12235,0.020526,0.36735,-0.27136,0.27255,-0.23557,-0.63896,-0.17851,-0.66712,-0.89395,-0.5059,0.18489,-0.49435,-0.636,-0.21111,0.20422,-0.566,0.011181,-0.38004,-0.32592,0.13733,0.40834,-0.18091,-0.04808,-0.34966,-0.47071,0.39464,0.66527,0.48728,-0.5818,0.19667,0.23432,-0.4697,0.12441,0.26297,0.468,0.005797,-0.47414,-0.016782,0.23884,0.68323,0.33201,-0.22468,0.25104,0.10062,0.14578,-0.18071,-0.0239,-0.2687,0.065358,-0.052276,0.051662,-0.12819,0.47172,0.06591,-0.16351,0.095028,-0.19033,-0.52006,0.20267,0.27333,-0.023012,-0.084701,0.23582,-0.12537,-0.14343,0.19343,-0.0066478,-0.098282,-0.011443,0.1021,0.066097,-0.22141,0.021716,0.10309,0.073909,0.0572,-1.11E-15
Sample 008,plasma_d14_13gy,-4.7234,-1.7173,-1.3633,-0.41693,0.14673,1.5168,0.70457,-1.4735,1.1261,-0.93399,1.7852,-0.11867,-0.23167,-0.78617,0.66761,1.1979,0.028891,0.060823,-0.07849,0.28778,0.19625,-0.25265,0.33218,1.0674,0.45455,-0.48139,0.36097,-0.73286,-0.70372,0.50233,-0.072706,-0.81134,-0.13647,-0.62869,-0.33904,-0.3869,-0.46915,-0.94884,0.42578,0.47745,0.17843,0.088191,-0.23374,-0.053804,0.023719,-0.38656,0.58849,-0.084879,0.50702,-0.48173,-0.075888,-0.34098,-1.0133,0.11145,-0.65232,-0.083661,-0.12844,0.066906,-0.30527,-0.19353,-0.19532,-0.086899,0.017029,-0.12072,0.018137,-0.26617,0.18276,0.13154,0.0055665,-0.086422,0.14439,-0.1068,-0.079743,0.16606,0.10908,-0.032131,-0.18395,0.079843,0.058392,-0.11226,-0.010909,0.087496,0.05726,-0.012987,-0.19441,-0.041639,-0.045905,0.076227,0.068589,0.11664,-0.087839,9.54E-17
Sample 010,plasma_d14_sham,9.5684,-0.6173,2.6652,2.247,1.2671,0.90763,-0.42575,1.1767,1.377,0.28721,0.097969,0.59234,-0.0029613,0.87223,1.0835,0.40339,0.44457,-0.20851,0.19617,-0.065719,0.14042,0.35861,-0.31869,-0.18128,-0.25695,0.54278,-0.49354,-0.031127,-0.87396,0.11683,-0.43266,0.61233,0.58822,-0.12579,0.1408,0.60625,-0.003583,-0.30583,0.19877,0.27401,0.11266,-0.40595,-0.5248,0.27486,0.44675,-0.44638,-0.32338,0.45585,-0.57932,-0.25053,0.095562,-0.17127,0.067543,0.19935,-0.42793,-0.5359,-0.031825,0.064005,0.46323,0.049457,0.047583,0.25978,-0.26876,0.10433,0.2248,0.1077,-0.36951,-0.13829,0.28204,-0.3782,0.014323,0.059826,0.13174,-0.077643,0.28507,0.31107,-0.3468,0.17954,0.084556,-0.033563,-0.20486,-0.11654,0.1477,-0.20713,0.052007,0.11687,-0.12629,0.15066,0.23978,-0.039097,0.11744,1.67E-15
Sample 011,plasma_d14_sham,1.3608,0.67403,1.0815,1.3893,0.080035,2.3073,-0.042286,0.034567,2.5716,0.62379,0.44859,-0.27284,0.60574,0.39651,0.71513,-0.078184,-0.85895,0.015671,0.24972,0.26743,-0.045869,-0.06871,-0.74847,0.22316,0.51468,0.04337,-0.97185,-0.52354,0.75548,0.5993,0.037188,-0.085382,-0.082583,0.039631,-0.53287,0.056877,0.52439,-0.56497,0.47148,0.29927,0.18469,0.36733,0.1161,0.037709,-0.48797,-0.12005,0.3023,-0.40732,0.025822,0.25589,0.41228,0.298,0.52794,-0.52541,0.19657,0.84658,-0.11352,0.064466,-0.272,-0.060418,0.0077454,-0.035357,-0.067815,0.18804,0.32061,0.16763,0.14419,-0.28569,0.33658,-0.039245,-0.050107,0.57693,0.12738,0.079459,-0.1386,0.20631,-0.19193,-0.14203,0.13716,-0.017437,-0.022599,-0.12694,-0.2065,0.25048,-0.032627,0.13442,-0.11087,0.11247,-0.037911,0.093091,0.022539,5.46E-16
Sample 013,plasma_d14_13gy,2.7853,-0.35761,-1.9916,-0.38333,3.5263,1.7938,1.3556,-0.2292,1.9854,-0.61022,0.59242,1.0371,-0.48236,0.21863,-0.36576,1.6431,1.7325,0.084442,-0.71361,-0.10896,-0.00018156,0.36389,0.27394,-0.42389,-0.0084283,-0.078882,-1.135,-0.69056,0.25837,-0.20628,0.88269,-0.076796,0.43499,0.53584,1.0241,-0.58846,0.042988,-0.0030516,0.74944,-0.371,0.33226,0.12762,0.35373,-0.10355,0.54321,-0.25428,-0.018825,0.08633,-0.055655,0.45493,-0.27136,0.01811,-0.1497,0.022599,-0.14057,0.23688,0.33504,-0.086622,0.25152,-0.034637,-0.0532,0.0025658,0.17067,-0.13889,-0.29088,0.0062195,-0.0017602,0.057371,-0.15573,0.04199,-0.24103,0.061616,0.13113,-0.13545,-0.28964,-0.40907,-0.061429,-0.14752,0.04629,0.11087,-0.08727,-0.12454,-0.055625,-0.10126,0.12429,0.13325,0.021286,-0.17439,-0.04463,-0.059676,0.11807,-6.81E-16
Sample 017,plasma_d14_13gy,4.7676,-3.1571,3.8257,-0.81124,0.75141,-1.2737,-1.249,-0.72503,-0.78446,-0.076267,1.1804,1.7035,-0.19951,-1.0089,-0.071029,0.64138,1.1514,1.0218,-0.26725,1.3195,-0.005867,-0.055843,-0.50823,-0.20428,0.28764,-0.29879,-0.35745,1.3554,0.12795,-0.45848,0.82739,-0.46598,-0.023158,-0.18089,-0.79145,0.17983,0.73374,-0.60313,-0.49899,0.01456,0.57156,-0.48192,-0.091291,-0.2706,0.23172,-0.08078,0.33068,-0.015001,-0.27828,-0.15646,0.013447,0.19316,-0.29069,-0.42999,0.21232,0.086449,-0.39803,0.060998,0.18078,0.5177,0.26296,0.2535,0.0026022,-0.057329,0.03961,0.10467,-0.20754,0.10228,0.11071,0.1337,-0.1734,0.040335,-0.25517,-0.12934,-0.1161,0.018823,0.11264,0.16435,-0.15303,-0.15997,-0.021367,0.13416,0.045553,0.082312,-0.07505,0.043414,0.086624,-0.089164,-0.14356,-0.089783,-0.094298,2.54E-15
Sample 021,plasma_d14_sham,3.0151,-0.15349,2.8912,0.412,0.63075,1.1674,0.22987,1.5655,0.31738,0.95224,0.11483,-0.49673,0.52397,-0.45301,1.6409,0.11382,0.22373,-0.66322,-0.021456,-0.05988,0.20469,-0.070067,-0.47525,0.60545,-0.090106,0.04618,0.27774,0.22358,0.66077,-0.20397,0.060378,-0.098706,0.65881,0.28702,0.084285,-0.18152,0.10525,0.49187,0.13777,0.26097,-0.85044,-0.38293,0.37223,-0.58473,0.035057,0.5648,-0.37704,-0.44043,0.19794,0.051559,-0.28128,0.28018,-0.77985,0.023237,0.23287,-0.2221,-0.011028,0.11115,-0.39718,0.55414,0.0345,0.0041864,0.1977,-0.34239,0.12894,0.25845,0.32388,-0.14089,0.14137,-0.050567,0.042778,-0.13395,-0.012641,0.040991,0.17881,-0.12116,0.086567,-0.11597,-0.26499,0.10122,-0.41507,-0.36659,-0.061388,-0.099237,-0.0265,-0.079241,-0.30421,-0.059027,0.11402,0.053439,-0.11025,5.20E-16
Sample 022,plasma_d14_13.5gy,-4.485,-0.78723,0.39116,-1.9013,0.15228,1.4145,-1.073,1.1157,0.80996,0.86511,0.29846,-0.098036,-0.84439,0.044687,-0.26803,-0.23888,0.314,0.28026,0.26125,0.22741,3.64E-05,0.40339,-0.01007,-0.071803,0.42269,0.57253,0.31275,-0.27486,0.20482,0.019653,0.22966,0.18778,0.51966,0.2014,-0.11357,-0.28645,0.1621,0.1335,-0.21564,0.33523,-0.084076,-0.4956,0.14536,0.32633,-0.099695,-0.072813,-0.14726,-0.25602,-0.087815,-0.40055,-0.16544,0.01935,-0.073891,0.05263,-0.032703,-0.38729,0.14448,-0.25148,-0.24235,-0.36408,-0.39851,-0.23117,0.0077072,0.35966,-0.15379,0.075561,0.033523,-0.0053696,0.25723,-0.061641,-0.074902,-0.17346,-0.6852,-0.099308,0.42394,0.11969,0.18117,-0.26102,0.0079469,0.18248,0.29531,-0.097918,-0.15689,0.071795,-0.26983,0.463,0.095188,-0.016051,-0.34828,-0.10414,0.30633,1.79E-16
Sample 023,plasma_d14_13.5gy,-7.5422,-1.016,0.23943,-2.5679,1.2156,0.5197,-0.30622,1.3178,0.11807,1.0032,0.65185,-0.43026,-0.41861,0.27097,-0.27026,0.24364,-0.30401,-0.3096,0.14936,-0.39391,0.71167,0.19889,-0.39675,0.73142,-0.35542,0.5199,0.11988,-0.16142,0.79118,-1.2781,-0.065167,-0.70367,-1.054,-0.32984,0.48848,-0.143,-0.078406,-0.19704,-0.31084,-0.14991,0.40568,-0.064235,-0.4111,-0.51106,0.029409,-0.42558,0.12946,0.38579,-0.16015,-0.61907,0.11642,0.37205,0.26026,0.071385,0.25301,-0.27659,-0.099126,0.014912,-0.13132,-0.58984,0.10809,-0.15077,-0.30141,-0.017795,-0.13992,0.21435,-0.17096,-0.22857,0.23185,0.18212,-0.027855,-0.27887,-0.023007,-0.18135,-0.26776,-0.13464,-0.17138,-0.10734,-0.04079,0.14371,0.053555,-0.23173,-0.15328,0.16079,0.11753,-0.14763,-0.076916,0.11249,0.27589,-0.21393,-0.15375,-1.45E-15
Sample 025,plasma_d14_sham,-5.6975,0.51264,-0.075248,0.41791,2.0083,0.86936,0.32783,-1.8072,-0.61899,0.50801,0.47859,-0.70778,0.31437,0.53899,0.51379,-0.51199,-1.1768,0.084469,0.10664,-0.44403,-0.70147,1.2486,0.19217,0.064616,0.10478,0.84891,0.10271,-0.058023,0.25236,-0.79697,0.65858,-0.012282,0.13701,-0.31218,0.36315,-0.50239,-0.13072,-0.097283,-0.1319,0.4529,-0.48045,-0.26307,-0.079789,-0.10325,0.18128,0.20316,0.045294,0.076419,-0.39485,0.17946,0.63814,-0.30041,-0.030557,-0.25622,-0.079062,0.17086,-0.38221,0.030703,-0.21476,0.59006,-0.13954,-0.28532,-0.27834,0.31694,-0.14366,-0.016174,-0.17882,0.16393,0.074487,0.49351,0.18297,0.022288,-0.14802,0.042116,-0.037787,0.0070018,-0.36686,-0.11595,0.18741,-0.033624,-0.0327,0.22644,0.1302,-0.46099,0.11206,-0.24207,0.092485,-0.14904,-0.14132,0.11845,0.11383,-7.88E-16
Sample 028,plasma_d14_sham,0.48271,-0.44211,1.1893,0.15845,3.117,0.022482,-0.10269,-1.6163,-0.64048,0.5534,0.55339,-0.37911,0.14979,-0.13355,0.40154,0.74516,-0.13015,-0.55757,0.64011,-0.49089,-0.18561,0.39362,0.6424,-0.16499,-0.71559,-0.13837,-0.29874,0.041564,0.0315,-0.24076,0.35213,-0.21556,0.14262,0.7487,0.018445,-0.042353,0.16423,0.70322,0.64866,-0.083545,-0.78452,0.18643,0.14693,-0.1049,0.31181,-0.10834,-0.24969,-0.25874,0.54107,-0.13626,0.053013,-0.23373,0.084466,-0.040612,0.087203,-0.39454,-0.17276,-0.21389,-0.12489,-0.33345,0.4297,-0.088333,0.10265,-0.23987,0.63677,0.1705,-0.3042,0.25888,0.038347,0.0069757,-0.09978,0.13083,-0.076787,0.31516,-0.19424,0.37657,0.012989,0.22077,0.062353,-0.010909,0.14478,0.34905,-0.1832,0.2268,-0.27993,-0.0045757,0.32771,0.050328,0.13475,-0.16689,-0.037094,-2.05E-16
Sample 029,plasma_d14_13.5gy,-5.1379,-2.1177,-0.42469,-1.6982,-0.11003,2.1928,-0.18819,0.11172,1.3786,-0.30695,-0.063406,0.071861,0.97653,1.4041,0.51857,-0.44213,-0.018491,0.086794,-1.2462,0.074623,-0.67686,0.52294,0.16743,-0.44914,0.83679,-0.19335,-0.59775,0.075428,0.98737,-0.39553,-0.084399,0.56634,0.084266,-0.53902,-0.036032,0.25737,-0.10706,0.0084264,-0.33188,0.0059857,0.32398,0.18723,0.35887,0.54208,0.36128,-0.50812,-0.31657,0.27603,-0.25141,-0.45251,0.19684,0.26124,-0.0079083,0.50069,0.064945,-0.10456,-0.15423,0.55419,-0.51389,0.31009,0.21376,-0.34728,0.32944,-0.19649,0.23755,-0.26802,0.23529,-0.01282,-0.39378,-0.24607,0.026352,-0.075149,0.26009,-0.040017,0.12751,0.14025,0.36034,-0.17905,-0.098397,0.010958,0.12519,0.30331,0.13452,0.0078209,-0.089098,-0.0098725,0.10016,0.017698,0.10024,-0.065463,-0.13806,-1.56E-15
Sample 034,plasma_d14_13.5gy,-7.1521,-1.6483,1.4203,-3.0415,2.1887,-1.1271,-0.69586,1.2919,0.63106,0.39532,0.61343,0.079229,0.029158,0.23338,-0.0742,-0.21502,0.49688,0.037286,0.039039,0.48914,0.15061,0.25491,0.43762,0.12429,-0.37797,-0.17759,-0.35048,0.0084789,-0.065646,0.20129,0.19591,-0.41239,-0.0291,-0.33355,-0.69652,0.24373,-0.17381,0.44478,0.16123,0.19591,-0.21707,0.078526,-0.47724,-0.015598,0.32154,0.54717,-0.24145,-0.017753,0.79109,-0.093974,0.46454,-0.16303,0.55331,-0.81602,-0.15543,-0.34327,-0.12225,-0.47157,0.25555,0.3267,-0.13656,-0.32904,-0.39355,0.038569,-0.17883,-0.24924,0.12491,-0.17415,-0.29524,-0.19564,-0.10408,-0.13617,0.55054,-0.0063961,0.19134,-0.35709,0.27863,-0.060384,0.22625,0.023305,0.028562,0.04602,0.11337,0.047484,0.034746,0.098465,-0.17266,0.23129,-0.05221,0.047929,0.028639,-1.20E-15
Sample 038,plasma_d14_sham,9.5758,-0.98098,1.3896,2.587,1.532,0.68362,-1.1064,-0.85832,1.5722,0.63825,0.19248,1.5618,1.3623,0.18627,-0.057906,-0.3502,0.68668,-0.79504,1.127,-0.27007,0.21368,-0.076555,-0.93258,0.74124,-0.12707,-0.18568,-0.24752,1.1338,-0.11116,0.081486,0.55321,0.84536,-0.26633,0.041227,-0.048696,-0.72253,-0.5918,0.32596,-0.018146,-0.24594,-0.27676,0.54943,0.092474,0.059734,-0.39329,0.30372,0.5962,0.24657,-0.33239,-0.061086,0.22399,0.79108,0.10911,0.33959,-0.063198,0.082957,0.1882,-0.2698,0.10605,-0.15239,-0.49498,-0.05431,-0.038866,-0.11988,-0.14426,-0.28259,-0.094846,0.1831,-0.19929,-0.049622,0.19206,-0.16898,-0.11721,0.074333,0.14215,-0.13158,-0.0094783,0.1319,0.11774,0.13925,0.2338,0.057317,0.051226,0.053307,-0.24993,-0.24292,-0.071845,0.086254,-0.031584,0.037945,-0.050963,3.79E-15
Sample 045,plasma_d14_13.5gy,-3.2111,-3.407,-3.6428,-1.5052,0.029317,1.1144,-1.6566,-1.3152,0.33818,0.356,-0.70074,-0.92749,0.94489,0.58603,-0.71748,0.6629,-0.093703,-0.68248,0.64155,-0.04606,0.16581,-1.0737,0.072755,0.010937,-0.15553,0.39854,0.11644,1.5341,0.24599,-0.65522,0.16097,-0.12737,-0.88647,0.46927,0.78592,0.66967,0.69742,0.0073698,0.15208,0.76145,0.15004,-0.54482,-0.52644,-0.12688,0.3395,0.29774,-0.15863,0.38553,0.51196,-0.020462,0.032468,-0.0014133,0.11155,0.060266,-0.41548,0.27164,0.24053,0.17056,0.058105,-0.035496,-0.17863,0.21969,0.53635,0.10914,-0.10773,0.048336,0.27515,0.23615,-0.14777,-0.17308,-0.028553,0.345,-0.087971,0.15792,0.16319,0.051758,-0.14401,-0.071867,-0.036797,-0.067354,-0.096451,-0.059495,0.14229,0.028062,-0.028408,0.084404,0.0073787,0.061717,-0.044238,0.13284,0.036173,-1.96E-15
Sample 047,plasma_d14_13.5gy,2.7636,-7.4953,-5.7777,4.5385,0.49132,-7.6953,-3.9778,2.5743,1.7472,1.3513,1.4239,1.1596,-0.48711,0.22002,0.65401,0.51179,-1.1321,-0.82658,-0.64248,-0.5815,-0.26319,0.11141,0.18905,-0.25724,0.38708,0.059027,0.49787,-0.32993,0.19521,0.22573,0.33941,-0.25139,0.1204,-0.055792,-0.016731,-0.12192,-0.097973,0.072034,-0.048835,-0.14422,0.031706,0.007578,-0.001633,-0.057087,0.056176,0.022892,-0.037154,-0.040333,-0.090533,-0.02801,-0.09327,-0.12977,0.022297,-0.012697,0.083044,0.040272,0.00091327,0.10706,-0.11481,0.04061,-0.017008,0.037897,0.12216,-0.014537,-0.0047661,0.0231,0.033685,-0.010295,0.01427,0.03222,-0.030058,0.074352,-0.015625,0.014817,-0.037263,0.064645,0.044536,-0.020908,-0.015326,0.021373,-0.0032482,0.010041,0.015594,-0.0038191,0.04158,-0.018595,0.0078707,0.024392,-0.012535,0.0019068,0.0024587,2.61E-15
