mz,rt,mode
564.61,8.7,Positive
565.29,2.8,Positive
565.57,10,Positive
566.29,2.8,Positive
566.57,10,Positive
566.54,8.6,Positive
566.89,11.9,Positive
567.43,8.2,Positive
567.53,10.1,Positive
568.46,8.1,Positive
568.54,8.8,Positive
568.57,9.7,Positive
568.85,12,Positive
569.31,2.9,Positive
569.49,10.3,Positive
569.54,8.8,Positive
569.91,11.3,Positive
570.29,2.9,Positive
570.46,7.7,Positive
570.42,7,Positive
570.53,8.8,Positive
570.51,10.2,Positive
570.81,12.1,Positive
570.91,11.3,Positive
571.36,6.9,Positive
571.5,9.6,Positive
571.42,9.1,Positive
571.58,11.6,Positive
571.7,8,Positive
572.36,6.9,Positive
572.4,9,Positive
572.51,9.6,Positive
572.58,11.6,Positive
572.81,0.3,Positive
573.29,2.7,Positive
573.43,8.8,Positive
573.48,9.6,Positive
573.83,12,Positive
573.9,11.2,Positive
574.3,2.6,Positive
574.4,10.2,Positive
574.43,8.8,Positive
575.1,8.3,Positive
575.32,7.5,Positive
575.38,7,Positive
575.41,10.2,Positive
575.5,9.2,Positive
575.89,6.3,Positive
575.89,8.7,Positive
576.21,0.4,Positive
576.33,7.9,Positive
576.42,10.3,Positive
577.34,7.9,Positive
577.45,8.9,Positive
577.42,10.4,Positive
578.34,7.9,Positive
578.49,8.9,Positive
578.42,10.4,Positive
578.85,12,Positive
579.19,7.5,Positive
579.48,8.9,Positive
579.92,6.1,Positive
580.39,9.8,Positive
580.39,10.5,Positive
580.57,9,Positive
580.87,12,Positive
580.88,6.2,Positive
581.25,8,Positive
581.49,10.3,Positive
581.4,9.8,Positive
581.88,6.1,Positive
582.46,8.5,Positive
582.58,9.9,Positive
582.82,12,Positive
582.89,6.1,Positive
583.43,8.4,Positive
583.53,10.2,Positive
583.88,11.9,Positive
584.36,6.1,Positive
584.47,8.1,Positive
584.56,8.8,Positive
585.37,6.1,Positive
585.49,9.6,Positive
585.49,10.4,Positive
585.57,8.8,Positive
586.21,0.4,Positive
586.3,2.8,Positive
586.49,9.6,Positive
586.49,10.4,Positive
586.38,6.4,Positive
586.88,6.4,Positive
587.41,8.5,Positive
587.55,11.9,Positive
587.55,10,Positive
588.42,8.5,Positive
588.56,11.9,Positive
588.55,10,Positive
589.42,8.1,Positive
589.44,10.1,Positive
590.43,10.3,Positive
590.43,8.1,Positive
590.52,8.8,Positive
590.87,12,Positive
591.08,8.2,Positive
591.39,6.3,Positive
591.91,6.3,Positive
591.89,11.9,Positive
592.42,10.4,Positive
592.54,6.9,Positive
592.84,12,Positive
593.42,6.9,Positive
593.6,10.1,Positive
594.5,8.9,Positive
594.4,9.8,Positive
594.84,12,Positive
595.18,6.8,Positive
595.49,8.9,Positive
595.4,9.8,Positive
596.18,6.8,Positive
596.58,9,Positive
596.61,9.9,Positive
596.89,11.9,Positive
597.41,7,Positive
597.58,9,Positive
597.61,9.9,Positive
598.13,10.5,Positive
598.48,8.5,Positive
598.45,7.7,Positive
598.6,9.9,Positive
598.6,9,Positive
598.86,12,Positive
599.26,6.6,Positive
599.5,9.6,Positive
599.39,7.7,Positive
599.45,8.9,Positive
599.51,10.3,Positive
600.29,6.5,Positive
600.45,8.9,Positive
600.47,7.3,Positive
600.51,10.3,Positive
600.87,12,Positive
601.27,6.5,Positive
601.48,9.7,Positive
602.39,6.3,Positive
602.48,9.7,Positive
602.86,12,Positive
603.4,7.7,Positive
603.48,9.7,Positive
603.44,8.5,Positive
603.86,12,Positive
604.35,2.9,Positive
604.43,10.2,Positive
604.41,6.6,Positive
604.43,8.5,Positive
604.84,12,Positive
605.42,7.3,Positive
606.42,7.3,Positive
606.43,10.4,Positive
606.66,9.5,Positive
606.81,12,Positive
606.9,8.6,Positive
607.4,9.8,Positive
608.35,3,Positive
608.42,6.4,Positive
608.42,9.8,Positive
608.42,10.4,Positive
608.73,8.3,Positive
608.87,11.9,Positive
609.31,2.9,Positive
609.26,9.5,Positive
609.43,8.4,Positive
609.55,9.8,Positive
610.31,2.8,Positive
610.42,6.9,Positive
610.44,8.4,Positive
610.51,9,Positive
610.62,9.9,Positive
610.91,6.4,Positive
611.62,9.9,Positive
612.38,6.4,Positive
612.51,8.8,Positive
612.88,11.9,Positive
613.33,3,Positive
613.49,8.8,Positive
613.39,6.3,Positive
613.52,10.4,Positive
614.31,3,Positive
614.39,6.3,Positive
614.47,6.9,Positive
614.48,7.6,Positive
614.52,10.4,Positive
614.82,12,Positive
615.38,6.9,Positive
615.5,9.7,Positive
615.44,9,Positive
616.38,6.9,Positive
616.43,9,Positive
616.5,9.8,Positive
616.82,12,Positive
617.46,8.8,Positive
617.49,9.8,Positive
618.47,8.8,Positive
618.5,9.7,Positive
618.9,11.9,Positive
619.33,7.5,Positive
619.4,6.9,Positive
619.45,8.8,Positive
619.87,11.9,Positive
620.34,7.5,Positive
620.41,6.9,Positive
620.48,8.9,Positive
621.37,7.6,Positive
621.47,8.9,Positive
622.44,10.4,Positive
622.53,8.9,Positive
623.29,6.7,Positive
623.49,8.9,Positive
623.61,9.9,Positive
624.64,10,Positive
624.83,12,Positive
625.64,10,Positive
625.89,12,Positive
626.48,8.4,Positive
626.64,10,Positive
626.84,12,Positive
627.26,6.5,Positive
627.45,8.4,Positive
627.65,10,Positive
628.2,8.8,Positive
628.49,8.1,Positive
628.62,9.9,Positive
628.94,6.6,Positive
629.2,8.8,Positive
629.51,9.7,Positive
629.51,10.4,Positive
629.86,12,Positive
630.2,8.8,Positive
630.52,9.7,Positive
630.51,10.4,Positive
631.41,6.6,Positive
631.44,8.4,Positive
631.51,9.8,Positive
632.44,8.4,Positive
632.52,9.8,Positive
633.15,8.8,Positive
633.45,8.1,Positive
633.43,6.8,Positive
633.47,9.8,Positive
634.15,8.8,Positive
634.36,6.6,Positive
634.46,8.1,Positive
634.88,11.9,Positive
635.15,8.8,Positive
635.89,11.9,Positive
636.15,8.8,Positive
636.47,10.4,Positive
636.84,12,Positive
637.16,8.8,Positive
637.31,8,Positive
637.43,6.7,Positive
638.31,8,Positive
638.52,8.9,Positive
638.66,10,Positive
638.93,6.7,Positive
639.32,8,Positive
639.52,10.8,Positive
639.53,8.9,Positive
639.66,10,Positive
639.93,6.6,Positive
640.52,10.8,Positive
640.54,8.9,Positive
640.66,10,Positive
641.42,6.7,Positive
641.53,11,Positive
641.65,10,Positive
641.84,12,Positive
642.41,6.6,Positive
642.48,7.7,Positive
642.53,11,Positive
642.51,8.5,Positive
643.41,6.6,Positive
643.48,8.9,Positive
643.41,7.7,Positive
643.53,10.4,Positive
643.53,9.7,Positive
644.42,6.8,Positive
644.48,8.9,Positive
644.48,7.3,Positive
644.53,10.4,Positive
645.5,9.8,Positive
646.5,9.8,Positive
646.84,12,Positive
647.29,6.6,Positive
647.43,7.7,Positive
647.46,8.5,Positive
647.42,9.8,Positive
648.34,2.9,Positive
648.43,7.7,Positive
648.42,9.8,Positive
648.86,12,Positive
649.12,8.8,Positive
649.44,7.3,Positive
649.94,6.8,Positive
650.46,7.3,Positive
650.65,10,Positive
650.83,12,Positive
651.28,6.9,Positive
651.64,10,Positive
651.86,11.9,Positive
652.25,6.6,Positive
652.67,10,Positive
653.24,6.6,Positive
653.33,2.9,Positive
653.32,8.6,Positive
653.53,10.8,Positive
653.67,10,Positive
654.33,2.9,Positive
654.33,8,Positive
654.44,6.9,Positive
654.51,8.4,Positive
654.53,10.8,Positive
654.51,9,Positive
654.67,10,Positive
654.89,11.9,Positive
655.33,7.9,Positive
655.54,11,Positive
655.67,10,Positive
656.33,7.9,Positive
656.55,11,Positive
656.53,8.8,Positive
656.66,10,Positive
656.86,11.9,Positive
657.34,3,Positive
657.34,7.9,Positive
657.53,10.5,Positive
657.56,11,Positive
657.51,8.8,Positive
658.47,6.9,Positive
658.51,7.6,Positive
658.53,10.5,Positive
658.86,12,Positive
659.29,8,Positive
659.4,6.9,Positive
659.47,9,Positive
659.52,9.8,Positive
659.87,12,Positive
660.29,8,Positive
660.47,9,Positive
660.41,6.8,Positive
660.53,9.8,Positive
660.83,12,Positive
661.32,8,Positive
661.42,6.8,Positive
661.48,8.8,Positive
661.51,9.8,Positive
662.45,7,Positive
662.49,8.8,Positive
662.51,9.8,Positive
662.83,12,Positive
663.34,7.5,Positive
663.45,9.9,Positive
663.43,6.9,Positive
664.35,7.5,Positive
664.46,9.9,Positive
664.43,6.9,Positive
664.88,11.9,Positive
665.46,9.9,Positive
665.48,8.9,Positive
665.38,7.6,Positive
665.57,11,Positive
666.47,6.8,Positive
666.56,8.9,Positive
666.69,10,Positive
667.54,10.8,Positive
667.56,8.9,Positive
667.69,10,Positive
667.95,6.9,Positive
668.34,8,Positive
668.55,10.8,Positive
668.6,8.9,Positive
668.69,10,Positive
668.95,6.8,Positive
669.45,9.8,Positive
669.52,10.4,Positive
669.56,11,Positive
669.95,6.8,Positive
670.45,9.8,Positive
670.56,11,Positive
670.51,8.4,Positive
670.85,12,Positive
671.46,8.4,Positive
671.43,6.8,Positive
671.54,10.6,Positive
671.83,12,Positive
672.5,8.1,Positive
672.43,6.8,Positive
672.54,10.6,Positive
672.83,12,Positive
673.43,7,Positive
673.54,10.4,Positive
673.54,9.8,Positive
674.48,9.7,Positive
674.54,10.4,Positive
674.79,12,Positive
675.39,6.1,Positive
675.46,8.4,Positive
675.41,9.6,Positive
675.68,9.1,Positive
676.47,8.4,Positive
676.68,9.1,Positive
676.86,11.9,Positive
677.48,8.1,Positive
677.49,9.8,Positive
677.68,9.1,Positive
678.48,8.1,Positive
678.46,7,Positive
678.66,10,Positive
678.65,9.1,Positive
678.86,11.9,Positive
679.46,5.7,Positive
679.47,7,Positive
679.44,8.8,Positive
680.7,10.1,Positive
680.86,11.9,Positive
681.44,6.9,Positive
681.56,10.8,Positive
681.71,10.1,Positive
681.87,11.9,Positive
682.4,8,Positive
682.56,10.8,Positive
682.55,8.9,Positive
682.7,10.1,Positive
682.81,12,Positive
683.37,8,Positive
683.55,8.9,Positive
683.57,11,Positive
683.68,10.1,Positive
684.55,8.9,Positive
684.57,11,Positive
685.29,9.2,Positive
685.44,9.9,Positive
685.44,11.9,Positive
685.48,6.9,Positive
685.56,10.6,Positive
686.44,9.9,Positive
686.5,7.7,Positive
686.56,10.6,Positive
686.52,8.5,Positive
686.88,11.9,Positive
686.98,7,Positive
687.46,9.8,Positive
687.5,8.9,Positive
687.43,7.6,Positive
687.55,10.4,Positive
687.86,12,Positive
687.99,7,Positive
688.43,9.6,Positive
688.5,8.9,Positive
688.46,7.6,Positive
688.55,10.4,Positive
689.46,7,Positive
689.5,8.8,Positive
689.43,7.7,Positive
689.56,10.4,Positive
689.52,9.8,Positive
689.52,9.4,Positive
690.47,7,Positive
690.52,9.4,Positive
690.52,9.8,Positive
691.46,7.7,Positive
691.44,9.8,Positive
691.48,8.5,Positive
691.47,7.1,Positive
691.97,7.2,Positive
692.46,7.7,Positive
692.47,7,Positive
692.49,8.5,Positive
692.83,11.9,Positive
693.27,6.5,Positive
693.48,7.3,Positive
693.45,8.9,Positive
693.84,12,Positive
694.32,2.5,Positive
694.48,7.2,Positive
694.46,8.9,Positive
694.72,10.1,Positive
694.83,11.9,Positive
695.42,9,Positive
695.49,7,Positive
695.57,10.8,Positive
695.72,10.1,Positive
696.49,7,Positive
696.58,10.8,Positive
696.69,10,Positive
696.67,9.1,Positive
696.81,12,Positive
696.97,7.1,Positive
697.36,3,Positive
697.48,8.4,Positive
697.55,10.2,Positive
697.66,9.1,Positive
697.84,12,Positive
698.35,3,Positive
698.47,6.9,Positive
698.54,9,Positive
698.57,10.2,Positive
699.46,6.9,Positive
699.5,9,Positive
699.57,10.5,Positive
700.31,8,Positive
700.45,7,Positive
700.55,8.8,Positive
701.45,7,Positive
701.57,10.4,Positive
701.54,8.8,Positive
702.22,9.3,Positive
702.49,6.9,Positive
702.57,8.8,Positive
702.53,7.6,Positive
702.58,10.4,Positive
702.87,11.9,Positive
703.43,6.9,Positive
703.49,9,Positive
703.55,9.8,Positive
703.87,11.9,Positive
704.43,6.9,Positive
704.49,9,Positive
704.55,9.8,Positive
704.84,12,Positive
705.43,6.8,Positive
705.49,9.8,Positive
705.51,8.8,Positive
706.48,9.8,Positive
706.43,6.9,Positive
706.51,8.8,Positive
706.83,12,Positive
707.19,9.3,Positive
707.41,7.6,Positive
707.46,6.9,Positive
707.56,5,Positive
708.16,9.3,Positive
708.32,7.9,Positive
708.46,6.9,Positive
708.51,9.8,Positive
708.57,5,Positive
708.84,12,Positive
709.17,9.3,Positive
709.44,7.6,Positive
709.46,8.8,Positive
709.59,10.7,Positive
709.51,9.8,Positive
709.82,12,Positive
710.31,7.9,Positive
710.5,9.8,Positive
710.59,10.8,Positive
710.57,8.9,Positive
710.87,11.9,Positive
711.56,10.2,Positive
711.56,8.9,Positive
712.49,9.8,Positive
712.86,11.9,Positive
713.49,9.8,Positive
713.43,8.5,Positive
713.57,10.3,Positive
714.5,9.8,Positive
714.54,8.4,Positive
714.83,12,Positive
715.48,8.4,Positive
715.57,10.4,Positive
716,7.2,Positive
716.36,3.1,Positive
716.5,8.3,Positive
716.5,7.2,Positive
716.85,12,Positive
716.98,7.1,Positive
717.48,8.3,Positive
717.56,9.8,Positive
717.56,10.4,Positive
718.47,7.2,Positive
718.56,10.4,Positive
718.56,9.8,Positive
718.83,12,Positive
719.49,8.4,Positive
719.42,6.1,Positive
719.57,9.8,Positive
719.85,11.9,Positive
720.49,8.4,Positive
720.49,7.4,Positive
720.83,12,Positive
721.5,8.1,Positive
721.49,7.3,Positive
721.99,7.2,Positive
722.47,8,Positive
722.52,9.8,Positive
722.86,11.9,Positive
723.54,9.8,Positive
723.6,10.7,Positive
724.51,7.2,Positive
724.68,9.9,Positive
725.47,6.9,Positive
725.58,10.2,Positive
726.5,9.8,Positive
726.57,8.9,Positive
726.86,12,Positive
726.99,7.2,Positive
727.28,8,Positive
727.5,9.8,Positive
727.57,8.9,Positive
727.99,7.2,Positive
728.58,8.8,Positive
728.51,9.8,Positive
728.82,12,Positive
729.47,7.2,Positive
729.52,9.8,Positive
729.58,8.8,Positive
730.5,9.8,Positive
730.47,7.2,Positive
730.57,8.5,Positive
730.83,12,Positive
731.46,7.6,Positive
731.53,8.9,Positive
731.58,10.4,Positive
732.46,7.6,Positive
732.53,8.9,Positive
732.59,10.4,Positive
732.87,11.9,Positive
733.46,7.6,Positive
733.56,9.8,Positive
733.54,9.4,Positive
733.58,8.8,Positive
734.54,9.4,Positive
734.57,9.8,Positive
734.62,8.8,Positive
734.84,11.9,Positive
734.95,7,Positive
735.48,7.7,Positive
735.42,9.8,Positive
735.46,8.5,Positive
735.66,9,Positive
736.38,3.1,Positive
736.54,9.9,Positive
736.66,9,Positive
737.5,7.3,Positive
737.54,9.8,Positive
737.66,9,Positive
738.49,7.2,Positive
738.52,8.3,Positive
738.55,9.9,Positive
738.84,12,Positive
739.6,10.1,Positive
739.84,11.9,Positive
740.53,9.7,Positive
740.82,12,Positive
741,7.2,Positive
741.38,3.1,Positive
741.5,8.4,Positive
741.53,9.7,Positive
742.37,3.1,Positive
742.5,6.9,Positive
742.57,9,Positive
742.56,8.4,Positive
742.76,12,Positive
743.5,6.9,Positive
743.51,8.9,Positive
744.57,8.8,Positive
744.51,9.8,Positive
744.84,11.9,Positive
745.02,7.4,Positive
745.38,3.2,Positive
745.56,8.8,Positive
745.59,10.4,Positive
746.52,6.9,Positive
746.55,8.8,Positive
746.56,7.6,Positive
746.85,11.9,Positive
747.45,6.9,Positive
747.52,9,Positive
747.58,9.8,Positive
748,7.4,Positive
748.46,6.8,Positive
748.52,9,Positive
748.54,9.8,Positive
748.85,11.9,Positive
749.34,7.9,Positive
749.42,10.3,Positive
749.46,6.8,Positive
749.57,9.8,Positive
749.53,8.8,Positive
749.86,11.9,Positive
750.56,9.9,Positive
750.53,8.8,Positive
751.48,6.9,Positive
751.42,7.6,Positive
751.56,9.9,Positive
752.48,6.9,Positive
752.56,9.9,Positive
752.81,12,Positive
753.57,9.9,Positive
753.52,7.5,Positive
753.84,12,Positive
754.61,8.9,Positive
754.52,8.3,Positive
754.52,7.5,Positive
754.57,9.8,Positive
754.87,11.9,Positive
755.61,8.9,Positive
755.52,8.3,Positive
755.84,12,Positive
756.01,7.4,Positive
756.61,8.9,Positive
757.02,7.4,Positive
757.62,9,Positive
758.49,7.4,Positive
758.56,8.4,Positive
758.58,9.7,Positive
759.5,8.3,Positive
759.49,7.4,Positive
760.5,8.3,Positive
760.5,7.5,Positive
760.82,11.9,Positive
761.59,10.4,Positive
761.59,9.8,Positive
761.51,8.3,Positive
761.84,11.9,Positive
762.57,9.8,Positive
762.82,12,Positive
763.44,6.1,Positive
763.43,6.8,Positive
763.43,10.3,Positive
763.58,9.8,Positive
763.52,8.4,Positive
763.97,7.2,Positive
764.57,9.9,Positive
764.52,8.4,Positive
765.58,9.9,Positive
766.03,7.6,Positive
766.58,9.9,Positive
767,7.4,Positive
767.58,9.9,Positive
768.56,9.8,Positive
768.63,9.1,Positive
769.49,6.8,Positive
769.56,9.9,Positive
769.59,9.1,Positive
770.5,6.8,Positive
770.52,7.6,Positive
770.6,8.9,Positive
770.85,11.9,Positive
771.59,8.9,Positive
771.52,7.6,Positive
771.85,11.9,Positive
772.59,8.8,Positive
772.83,12,Positive
773.59,8.8,Positive
774.55,7.7,Positive
774.83,12,Positive
775.48,7.6,Positive
775.55,8.9,Positive
776.49,7.6,Positive
776.56,8.9,Positive
777.49,7.6,Positive
777.56,9.4,Positive
777.56,8.8,Positive
777.82,12,Positive
778.59,9.9,Positive
778.52,7.7,Positive
779.5,8.5,Positive
779.59,9.9,Positive
779.51,7.7,Positive
780.58,9.9,Positive
780.52,7.7,Positive
780.63,8.9,Positive
781.57,9.9,Positive
781.52,8.3,Positive
781.64,8.9,Positive
782.57,9.9,Positive
782.63,9,Positive
782.55,7.6,Positive
782.83,12,Positive
783.57,9.9,Positive
783.55,7.6,Positive
783.59,9,Positive
784.84,12,Positive
785.03,7.6,Positive
785.4,3.1,Positive
785.51,8.7,Positive
786.03,7.6,Positive
786.59,9,Positive
786.59,8.4,Positive
786.52,6.8,Positive
786.6,9.9,Positive
786.83,12,Positive
787.53,8.9,Positive
787.52,6.8,Positive
787.51,7.6,Positive
787.82,11.9,Positive
788.59,8.8,Positive
788.51,7.6,Positive
788.89,9.7,Positive
789.58,8.8,Positive
789.71,7.6,Positive
789.9,9.7,Positive
790.55,6.9,Positive
790.58,8.8,Positive
790.68,7.6,Positive
790.85,11.9,Positive
791.48,6.8,Positive
791.6,9.8,Positive
791.54,8.9,Positive
792.48,6.8,Positive
792.59,9.8,Positive
792.55,8.9,Positive
792.99,7.4,Positive
793.48,6.8,Positive
793.6,9.8,Positive
793.56,8.8,Positive
794.57,9.8,Positive
794.63,9,Positive
794.84,12,Positive
795.04,7.8,Positive
795.41,7.5,Positive
795.57,9.8,Positive
795.51,6.9,Positive
795.65,9.1,Positive
796.58,9.8,Positive
796.51,6.9,Positive
796.64,9.1,Positive
796.82,12,Positive
797.62,9,Positive
797.51,7.6,Positive
798.55,8.3,Positive
798.62,8.9,Positive
798.53,7.6,Positive
798.81,12,Positive
799.04,7.6,Positive
799.61,8.9,Positive
799.55,8.3,Positive
800.58,9.9,Positive
800.86,11.9,Positive
801.59,9.8,Positive
802.58,8.4,Positive
802.82,11.9,Positive
803.06,7.8,Positive
803.52,8.3,Positive
804.52,8.3,Positive
804.86,11.9,Positive
805.52,8.3,Positive
805.52,9.3,Positive
806.04,7.8,Positive
806.59,9.8,Positive
806.83,11.9,Positive
806.8,10.2,Positive
807.43,6.8,Positive
807.48,6.1,Positive
807.54,8.4,Positive
807.57,7.9,Positive
807.84,11.9,Positive
808.55,8.4,Positive
808.56,9.7,Positive
808.79,12,Positive
809.05,7.8,Positive
809.56,8,Positive
809.56,9.8,Positive
810.58,8.9,Positive
811.64,7.6,Positive
812.66,7.6,Positive
812.82,11.9,Positive
813.52,6.8,Positive
813.53,9.2,Positive
813.71,7.6,Positive
814.62,8.8,Positive
814.55,7.7,Positive
814.86,11.9,Positive
815.61,8.9,Positive
815.55,7.7,Positive
816.53,7.8,Positive
816.62,8.8,Positive
816.84,11.9,Positive
817.53,7.8,Positive
817.6,9.2,Positive
817.85,11.9,Positive
818.57,7.7,Positive
818.79,12,Positive
819.58,8.8,Positive
819.51,7.6,Positive
820.58,8.8,Positive
820.51,7.6,Positive
820.77,12,Positive
821.58,8.8,Positive
821.59,9.4,Positive
821.51,7.6,Positive
822.59,9.4,Positive
822.86,11.9,Positive
823.4,5.5,Positive
823.54,7.7,Positive
824.38,5.5,Positive
824.58,8.7,Positive
824.54,7.7,Positive
825.55,8.3,Positive
825.7,10.1,Positive
826.59,8.9,Positive
826.58,8.3,Positive
826.55,9.7,Positive
827.4,7.7,Positive
827.56,9.7,Positive
827.58,8.3,Positive
828.41,7.7,Positive
828.59,8.8,Positive
828.81,11.9,Positive
829.53,8.7,Positive
829.83,11.9,Positive
830.55,6.8,Positive
830.58,8.9,Positive
830.82,12,Positive
831.55,6.8,Positive
831.55,8.9,Positive
832.09,8,Positive
832.61,8.8,Positive
833.6,8.8,Positive
833.84,12,Positive
834.57,6.9,Positive
834.64,8.8,Positive
834.81,10.3,Positive
835.06,8,Positive
835.5,6.8,Positive
835.57,8.9,Positive
835.82,10.3,Positive
836.51,6.8,Positive
836.57,8.9,Positive
837.1,8.1,Positive
837.51,6.8,Positive
837.59,8.8,Positive
838.58,8.8,Positive
838.84,11.9,Positive
839.53,6.9,Positive
839.57,8.8,Positive
839.83,11.9,Positive
840.53,6.9,Positive
840.59,8,Positive
840.59,9.7,Positive
840.84,11.9,Positive
841.57,9.6,Positive
841.6,8,Positive
842.08,8,Positive
842.65,8.9,Positive
843.07,8,Positive
843.65,8.9,Positive
844.08,8,Positive
845.55,8,Positive
845.68,9.9,Positive
845.82,12,Positive
846.57,8,Positive
847.54,8.3,Positive
848.54,8.3,Positive
849.5,9.1,Positive
849.53,8.3,Positive
850.49,9.1,Positive
851.4,5.7,Positive
851.57,8.3,Positive
852.4,5.7,Positive
852.57,8.3,Positive
852.83,12,Positive
853.4,5.7,Positive
854.6,8.9,Positive
854.78,12,Positive
855.41,7.8,Positive
855.46,8.3,Positive
855.53,5,Positive
855.65,10,Positive
855.82,11.9,Positive
856.51,8.3,Positive
857.56,9.1,Positive
858.58,7.6,Positive
858.65,8.8,Positive
858.84,11.9,Positive
859.54,7.6,Positive
859.65,8.8,Positive
860.65,8.8,Positive
861.59,9.2,Positive
862.59,7.6,Positive
862.6,9.2,Positive
862.83,12,Positive
862.86,10.3,Positive
863.6,8.8,Positive
863.53,7.6,Positive
863.85,10.3,Positive
864.09,8.1,Positive
864.61,8.8,Positive
864.54,7.6,Positive
864.79,12,Positive
865.61,8.8,Positive
865.54,7.6,Positive
865.62,9.4,Positive
866.83,12,Positive
867.56,7.6,Positive
868.59,8.6,Positive
868.57,7.6,Positive
868.84,11.9,Positive
869.6,8.2,Positive
870.6,8.9,Positive
870.61,8.3,Positive
870.82,11.9,Positive
871.59,8.9,Positive
871.6,8.2,Positive
872.09,8.2,Positive
872.6,8.2,Positive
872.82,11.9,Positive
873.56,8.6,Positive
873.7,9.9,Positive
874.58,8.2,Positive
874.57,6.8,Positive
874.53,8.7,Positive
874.81,12,Positive
875.58,6.8,Positive
875.57,8.9,Positive
875.57,8.1,Positive
875.82,12,Positive
876.62,8.8,Positive
876.81,12,Positive
877.62,8.8,Positive
878.6,8.7,Positive
878.61,6.9,Positive
879.59,8.9,Positive
879.53,6.8,Positive
880.6,8.9,Positive
880.53,6.8,Positive
880.81,11.9,Positive
881.54,6.8,Positive
881.61,8.7,Positive
882.61,8.7,Positive
882.81,11.9,Positive
883.46,8.4,Positive
883.57,6.9,Positive
884.46,8.4,Positive
884.83,11.9,Positive
885.37,8.8,Positive
885.59,9.5,Positive
885.82,11.9,Positive
886.37,8.8,Positive
886.59,9.5,Positive
886.61,8.3,Positive
886.77,12,Positive
887.4,6.6,Positive
887.38,8.8,Positive
887.54,8.2,Positive
888.41,6.6,Positive
888.38,8.8,Positive
888.78,12,Positive
889.63,9.5,Positive
890.63,8.3,Positive
890.85,11.9,Positive
891.57,8.3,Positive
892.57,8.3,Positive
893.56,8.3,Positive
895.55,8.3,Positive
896.59,8.3,Positive
896.79,11.9,Positive
898.63,8.9,Positive
898.81,11.9,Positive
899.14,8.3,Positive
899.44,8.4,Positive
901.11,8.3,Positive
901.58,9.1,Positive
901.62,8.3,Positive
902.12,8.3,Positive
902.6,7.6,Positive
902.66,8.8,Positive
903.59,8.3,Positive
903.6,7.6,Positive
903.68,8.8,Positive
904.6,8.3,Positive
904.68,8.8,Positive
905.59,9.1,Positive
906.57,8.8,Positive
906.82,11.9,Positive
906.82,10.1,Positive
907.35,8.8,Positive
907.56,7.6,Positive
907.83,11.9,Positive
907.81,10.1,Positive
908.35,8.8,Positive
908.56,7.6,Positive
908.84,11.9,Positive
909.36,8.8,Positive
909.57,7.6,Positive
909.64,9.4,Positive
910.49,8.8,Positive
910.66,9.3,Positive
910.81,12,Positive
911.52,8.8,Positive
911.58,7.6,Positive
912.55,8.8,Positive
913.57,5.2,Positive
913.56,8.8,Positive
913.8,12,Positive
914.6,8.9,Positive
914.57,5.2,Positive
915.59,8.2,Positive
916.65,8.7,Positive
916.83,11.9,Positive
917.58,8.6,Positive
918.6,8.6,Positive
918.6,6.8,Positive
918.83,12,Positive
919.6,8.9,Positive
919.6,6.8,Positive
920.64,8.8,Positive
920.81,10.1,Positive
920.83,12,Positive
921.63,8.7,Positive
921.81,10.1,Positive
922.63,8.7,Positive
922.77,12,Positive
923.61,8.9,Positive
923.56,6.8,Positive
923.82,11.9,Positive
924.56,6.8,Positive
924.63,8.9,Positive
925.56,6.8,Positive
925.64,8.7,Positive
926.64,8.7,Positive
926.84,11.9,Positive
927.5,8.8,Positive
928.49,8.8,Positive
928.83,11.9,Positive
929.62,9.5,Positive
930.62,9.5,Positive
930.66,8.3,Positive
930.83,11.9,Positive
931.44,8.8,Positive
931.63,8.3,Positive
932.6,8.5,Positive
932.77,12,Positive
933.61,8.5,Positive
933.65,9.5,Positive
933.96,3.7,Positive
934.57,8.9,Positive
934.68,8.3,Positive
934.84,10.1,Positive
935.59,8.3,Positive
936.59,8.3,Positive
936.85,11.9,Positive
937.6,8.3,Positive
938.76,12,Positive
939.62,8.3,Positive
939.52,8.9,Positive
940.38,6.5,Positive
940.54,8.9,Positive
941.56,8.9,Positive
942.38,6.5,Positive
942.65,8.9,Positive
942.81,11.9,Positive
943.51,8.6,Positive
943.82,11.9,Positive
944.52,8.6,Positive
944.8,12,Positive
945.61,9.1,Positive
946.63,7.6,Positive
946.67,8.8,Positive
947.61,7.6,Positive
947.69,8.8,Positive
948.7,8.8,Positive
948.81,11.9,Positive
949.63,9.1,Positive
950.83,12,Positive
951.58,7.5,Positive
951.66,8.8,Positive
952.58,7.5,Positive
952.66,8.8,Positive
952.81,11.9,Positive
952.85,10,Positive
953.58,7.5,Positive
953.66,8.8,Positive
953.67,9.3,Positive
953.84,11.9,Positive
954.66,9.3,Positive
954.78,12,Positive
955.5,8.9,Positive
956.65,8.6,Positive
956.76,12,Positive
957.65,8.6,Positive
957.66,9.7,Positive
958.66,8.9,Positive
958.84,11.9,Positive
959.66,8.7,Positive
959.82,11.9,Positive
960.66,8.7,Positive
961.61,8.6,Positive
962.62,8.6,Positive
962.63,6.8,Positive
962.63,9.3,Positive
963.62,8.9,Positive
964.66,8.8,Positive
964.79,11.9,Positive
965.57,9.3,Positive
965.66,8.7,Positive
965.81,11.9,Positive
966.57,9.3,Positive
966.65,5.4,Positive
966.77,12,Positive
967.58,6.8,Positive
